 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
              399600,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.08152,***************,      274.62000,        0.00000,        0.00000,       73.42789,       54.08152
              403200,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07999,***************,      274.62000,        0.00000,        0.00000,       73.42636,       54.07999
              406800,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07882,***************,      274.62000,        0.00000,        0.00000,       73.42519,       54.07882
              410400,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07793,***************,      274.62000,        0.00000,        0.00000,       73.42430,       54.07793
              414000,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07723,***************,      274.62000,        0.00000,        0.00000,       73.42360,       54.07723
              417600,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07661,***************,      274.62000,        0.00000,        0.00000,       73.42299,       54.07661
              421200,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07606,***************,      274.62000,        0.00000,        0.00000,       73.42243,       54.07606
              424800,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07555,***************,      274.62000,        0.00000,        0.00000,       73.42192,       54.07555
              428400,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07512,***************,      274.62000,        0.00000,        0.00000,       73.42149,       54.07512
              432000,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.07524,***************,      274.62000,        0.00000,        0.00000,       73.42162,       54.07524
              435600,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07545,***************,      274.61377,        0.00000,        0.00000,       73.42181,       55.95441
              439200,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07552,***************,      274.61227,        0.00000,        0.00000,       71.54601,       54.52486
              442800,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07551,***************,      274.61191,        0.00000,        0.00000,       71.09541,       54.18147
              446400,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07550,***************,      274.61185,        0.00000,        0.00000,       70.98506,       54.09737
              450000,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07546,***************,      274.61182,        0.00000,        0.00000,       70.96663,       54.08332
              453600,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07544,***************,      274.61182,        0.00000,        0.00000,       70.95741,       54.07630
              457200,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07541,***************,      274.61182,        0.00000,        0.00000,       70.95738,       54.07628
              460800,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07563,***************,      274.61182,        0.00000,        0.00000,       70.95760,       54.07645
              464400,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07578,***************,      274.61182,        0.00000,        0.00000,       70.95775,       54.07656
              468000,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07576,***************,      274.61182,        0.00000,        0.00000,       70.95773,       54.07655
              471600,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07554,***************,      274.61182,        0.00000,        0.00000,       70.95752,       54.07638
              475200,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07515,***************,      274.61182,        0.00000,        0.00000,       70.95712,       54.07608
              478800,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07433,***************,      274.61182,        0.00000,        0.00000,       70.95631,       54.07546
              482400,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07345,***************,      274.61182,        0.00000,        0.00000,       70.95542,       54.07478
              486000,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07276,***************,      274.61182,        0.00000,        0.00000,       70.95473,       54.07426
              489600,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07235,***************,      274.61182,        0.00000,        0.00000,       70.95432,       54.07394
              493200,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07195,***************,      274.61182,        0.00000,        0.00000,       70.95393,       54.07364
              496800,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07123,***************,      274.61182,        0.00000,        0.00000,       70.95320,       54.07309
              500400,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07051,***************,      274.61182,        0.00000,        0.00000,       70.95248,       54.07254
              504000,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.07000,***************,      274.61182,        0.00000,        0.00000,       70.95197,       54.07215
              507600,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.06950,***************,      274.61182,        0.00000,        0.00000,       70.95147,       54.07177
              511200,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.06901,***************,      274.61182,        0.00000,        0.00000,       70.95098,       54.07140
              514800,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.06852,***************,      274.61182,        0.00000,        0.00000,       70.95049,       54.07103
              518400,          1000000000,              518400,                   0,             1350180,                   6,        0.23790,       54.06806,***************,      274.61182,        0.00000,        0.00000,       70.95004,       54.07068
              522000,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06760,***************,      274.60379,        0.00000,        0.00000,       70.94957,       56.48517
              525600,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06725,***************,      274.60214,        0.00000,        0.00000,       68.53081,       54.55952
              529200,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06687,***************,      274.60181,        0.00000,        0.00000,       68.03387,       54.16389
              532800,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06653,***************,      274.60175,        0.00000,        0.00000,       67.93238,       54.08310
              536400,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06588,***************,      274.60175,        0.00000,        0.00000,       67.91334,       54.06794
              540000,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06550,***************,      274.60175,        0.00000,        0.00000,       67.91295,       54.06762
              543600,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06519,***************,      274.60175,        0.00000,        0.00000,       67.91264,       54.06738
              547200,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06490,***************,      274.60175,        0.00000,        0.00000,       67.91235,       54.06715
              550800,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06462,***************,      274.60175,        0.00000,        0.00000,       67.91207,       54.06693
              554400,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06447,***************,      274.60175,        0.00000,        0.00000,       67.91193,       54.06681
              558000,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06450,***************,      274.60175,        0.00000,        0.00000,       67.91196,       54.06683
              561600,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06424,***************,      274.60175,        0.00000,        0.00000,       67.91170,       54.06663
              565200,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.06520,***************,      274.60175,        0.00000,        0.00000,       67.91265,       54.06739
              568800,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.09668,***************,      274.60175,        0.00000,        0.00000,       67.94414,       54.09246
              572400,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.17344,***************,      274.60181,        0.00000,        0.00000,       68.02091,       54.15358
              576000,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.67418,***************,      274.60217,        0.00000,        0.00000,       68.54013,       54.56694
              579600,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.66254,***************,      274.60223,        0.00000,        0.00000,       68.63883,       54.64552
              583200,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.29978,***************,      274.60199,        0.00000,        0.00000,       68.29440,       54.37131
              586800,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.17370,***************,      274.60187,        0.00000,        0.00000,       68.09473,       54.21235
              590400,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.12693,***************,      274.60181,        0.00000,        0.00000,       68.01118,       54.14583
              594000,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.10535,***************,      274.60178,        0.00000,        0.00000,       67.97121,       54.11401
              597600,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.09306,***************,      274.60178,        0.00000,        0.00000,       67.94971,       54.09690
              601200,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.08551,***************,      274.60175,        0.00000,        0.00000,       67.94217,       54.09089
              604800,          1000000000,              604800,                   0,             1350180,                   7,        0.20387,       54.08049,***************,      274.60175,        0.00000,        0.00000,       67.92795,       54.07957
              608400,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07740,***************,      274.59436,        0.00000,        0.00000,       67.92485,       56.30276
              612000,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07636,***************,      274.59311,        0.00000,        0.00000,       65.69850,       54.45734
              615600,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07640,***************,      274.59290,        0.00000,        0.00000,       65.32153,       54.14487
              619200,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07664,***************,      274.59283,        0.00000,        0.00000,       65.25739,       54.09171
              622800,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07649,***************,      274.59283,        0.00000,        0.00000,       65.23885,       54.07634
              626400,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07565,***************,      274.59283,        0.00000,        0.00000,       65.23801,       54.07565
              630000,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07505,***************,      274.59283,        0.00000,        0.00000,       65.23742,       54.07515
              633600,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07480,***************,      274.59283,        0.00000,        0.00000,       65.23717,       54.07494
              637200,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07475,***************,      274.59283,        0.00000,        0.00000,       65.23712,       54.07491
              640800,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07489,***************,      274.59283,        0.00000,        0.00000,       65.23726,       54.07502
              644400,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07517,***************,      274.59283,        0.00000,        0.00000,       65.23753,       54.07524
              648000,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07550,***************,      274.59283,        0.00000,        0.00000,       65.23787,       54.07552
              651600,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07354,***************,      274.59283,        0.00000,        0.00000,       65.23590,       54.07389
              655200,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.07112,***************,      274.59283,        0.00000,        0.00000,       65.23348,       54.07189
              658800,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.06859,***************,      274.59283,        0.00000,        0.00000,       65.23096,       54.06979
              662400,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.06657,***************,      274.59283,        0.00000,        0.00000,       65.22893,       54.06811
              666000,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.06501,***************,      274.59283,        0.00000,        0.00000,       65.22737,       54.06682
              669600,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.06341,***************,      274.59283,        0.00000,        0.00000,       65.22577,       54.06549
              673200,          1000000000,              691200,                   0,             1350180,                   8,        0.17110,       54.06219,***************,      274.59283,        0.00000,        0.00000,       65.22456,       54.06450
